CREATE DATABASE IF NOT EXISTS dummyweatherdatadb;
USE dummyweatherdatadb;
DROP TABLE IF EXISTS weatherdata;
CREATE TABLE IF NOT EXISTS weatherdata (date DATE NOT NULL, time TIME NOT NULL, temperature FLOAT(24) NOT NULL);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20190701', 000000, 19.570177154875864);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 171500, -4.637350332376927);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 173000, -4.626923089446005);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 174500, -4.303248744585448);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 180000, -4.447112848989631);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 181500, -4.929520864828523);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 183000, -4.937326157202494);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 184500, -4.999157985818698);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 190000, -5.148738261887426);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 191500, -5.1300852136090915);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 193000, -4.960777766039639);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 194500, -5.225265334849886);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 200000, -5.382010256278579);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 201500, -5.583503406652883);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 203000, -5.6395089693850595);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 204500, -5.8197173660574055);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 210000, -5.846552061431496);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 211500, -6.017824345201576);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 213000, -6.12623766146134);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 214500, -6.261166689023222);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 220000, -6.354204175832093);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 221500, -6.477815726635959);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 223000, -6.585777890426718);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 224500, -6.841677608303452);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 230000, -6.8055516943012915);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 231500, -7.115051156468885);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 233000, -7.2132192125497125);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191124', 234500, -7.229898500163451);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 000000, -7.319273452785439);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 001500, -7.40924191848598);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 003000, -7.414219639687346);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 004500, -7.7804859032438785);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 010000, -7.4795033270294935);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 011500, -7.720852060509565);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 013000, -7.9237817697187864);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 014500, -7.874900323400485);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 020000, -8.202907716022967);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 021500, -8.08279460797139);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 023000, -7.747067146817816);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 024500, -8.03515439774668);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 030000, -8.430029343799836);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 031500, -8.46507351429912);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 033000, -8.246847349271478);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 034500, -8.283660003620605);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 040000, -8.459895406279205);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 041500, -8.129635201918965);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 043000, -7.981109554869584);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 044500, -7.867951213932378);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 050000, -8.040437248852305);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 051500, -7.737697417894619);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 053000, -7.941765310590852);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 054500, -7.827425753622649);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 060000, -7.979335923597005);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 061500, -7.641785135611013);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 063000, -7.306415487968817);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 064500, -7.430319408564523);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 070000, -7.428530696070626);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 071500, -7.495111307070145);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 073000, -7.077176137706049);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 074500, -6.9888243549067735);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 080000, -6.847198381959462);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 081500, -6.859282918655266);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 083000, -6.757681644927808);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 084500, -6.620554685209849);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 090000, -6.428111251806778);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 091500, -6.2794613944628646);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 093000, -6.178757739426296);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 094500, -6.057082902419386);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 100000, -5.921395846047659);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 101500, -5.839091416547678);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 103000, -5.591186080507086);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 104500, -5.577702452873496);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 110000, -5.480785039073723);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 111500, -5.2213173984767405);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 113000, -4.995034202866943);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 114500, -4.94729197413079);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 120000, -4.775983978247853);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 121500, -4.909379359697666);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 123000, -4.985827587487118);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 124500, -4.6091580485227635);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 130000, -4.456935687511349);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 131500, -4.651953519196633);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 133000, -4.267243498323009);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 134500, -4.535160105956257);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 140000, -4.024919116845156);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 141500, -4.256181066902555);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 143000, -3.921425999605176);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 144500, -3.9161335432680797);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 150000, -3.9214028965893277);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 151500, -4.073082048660179);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 153000, -4.451146550923892);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 154500, -4.323251777675884);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 160000, -4.507022687176248);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 161500, -4.148388289141435);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 163000, -3.8306927378789246);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 164500, -3.8911736566820805);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 170000, -4.363963315371403);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 171500, -4.200390030982003);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 173000, -4.0234042827093734);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 174500, -4.648563691037126);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 180000, -4.5654744715131095);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 181500, -4.679261799690019);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 183000, -4.67949292040604);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 184500, -4.6353973206954535);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 190000, -4.60376480372854);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 191500, -5.174292463697932);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 193000, -4.896367032884907);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 194500, -5.078315520754427);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 200000, -5.244199538437571);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 201500, -5.484591263904019);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 203000, -5.534029897996211);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 204500, -5.6869614046425525);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 210000, -5.7327492851746635);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 211500, -5.88076591137496);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 213000, -6.038538829370469);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 214500, -6.159069299096361);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 220000, -6.343743086808059);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 221500, -6.498611886613333);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 223000, -6.645402214205251);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 224500, -6.668127502670999);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 230000, -6.815821423795992);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 231500, -6.829543857384422);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 233000, -6.889987846343485);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191125', 234500, -7.050792231720102);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 000000, -7.106546306652316);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 001500, -7.2393777013504454);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 003000, -7.514294309665564);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 004500, -7.7463494307854175);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 010000, -7.965465430185481);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 011500, -7.46903497734132);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 013000, -7.810969938182044);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 014500, -8.108344465351976);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 020000, -7.721114703974494);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 021500, -7.97284723884332);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 023000, -8.068684268619032);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 024500, -8.293545536199229);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 030000, -8.168669334542725);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 031500, -8.30148701529379);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 033000, -7.893897133113084);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 034500, -7.716027101982444);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 040000, -8.193811581794296);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 041500, -8.04391102955569);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 043000, -8.407226635899761);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 044500, -8.03868634749299);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 050000, -8.276816456339956);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 051500, -7.8980375413878345);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 053000, -8.10005440286746);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 054500, -7.93503472958035);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 060000, -8.011956255540916);
INSERT INTO weatherdata (date, time, temperature) VALUES ('20191126', 061500, -7.843948417373577);
